blockNumber,transactionHash,event,args,timestamp
23743263,0x0f3898e2ea2329d91d0999c902ca71a17ef40694602668c599c398e9b474eb0f,BuyCollateral,"[""0xd36F184111225D065884e129566752968c96E26c"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x0232f7ef""},{""type"":""BigNumber"",""hex"":""0xc50793f8f214eb9406""}]",2025-11-06T22:36:35.000Z
23743269,0x503a4142a9da9a2d6268fc8dbba773b2bf315e2d700f5d4b03258fd2af534218,BuyCollateral,"[""0xd36F184111225D065884e129566752968c96E26c"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x02b71991""},{""type"":""BigNumber"",""hex"":""0xf345fc8ba78c06eba5""}]",2025-11-06T22:37:47.000Z
23743270,0x1c414e939681874eca298ab39ec0c0b0fbe86b402944b57ed29c47ae76d57828,BuyCollateral,"[""0x1f2F10D1C40777AE1Da742455c65828FF36Df387"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0xffda61""},{""type"":""BigNumber"",""hex"":""0x598b57ab5aa8069464""}]",2025-11-06T22:37:59.000Z
23743270,0x1c414e939681874eca298ab39ec0c0b0fbe86b402944b57ed29c47ae76d57828,BuyCollateral,"[""0x1f2F10D1C40777AE1Da742455c65828FF36Df387"",""0x5C5b196aBE0d54485975D1Ec29617D42D9198326"",{""type"":""BigNumber"",""hex"":""0x59d92b""},{""type"":""BigNumber"",""hex"":""0x1d5f684802b58c7b76""}]",2025-11-06T22:37:59.000Z
23743271,0x87e1449f398dad6109966e8bfdc8b365c0957b271bc5b3355a01518363aa0839,BuyCollateral,"[""0x1f2F10D1C40777AE1Da742455c65828FF36Df387"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x0262f51b""},{""type"":""BigNumber"",""hex"":""0xd5d32f06dd747a6ca5""}]",2025-11-06T22:38:11.000Z
23743283,0xef52f1b8d81317bab9be413e61f79a07952f2ddfa8769575b2f7b3b6712296bb,BuyCollateral,"[""0x828AE1566824A9835Acb6F565E1E9eA22BfB883A"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x01bc678b""},{""type"":""BigNumber"",""hex"":""0xa2cc13f380ac143ea6""}]",2025-11-06T22:40:35.000Z
23743284,0xf17fbdf8824656a7050d58c57ec7b19d2ad754533eeca9d409487f4e3f2b653a,BuyCollateral,"[""0xd36F184111225D065884e129566752968c96E26c"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x020e1b81""},{""type"":""BigNumber"",""hex"":""0xc0ba26a2f71a7c66b6""}]",2025-11-06T22:40:47.000Z
23743299,0x1fb5a91d8b73fdbf773c5e50132329038fff7941118ba46586b7b5720b38cc2d,BuyCollateral,"[""0xd36F184111225D065884e129566752968c96E26c"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x01aa86b0""},{""type"":""BigNumber"",""hex"":""0x9c2f69b6167370aa64""}]",2025-11-06T22:43:59.000Z
23743339,0xa1af2941493ab5f7606b69392852da578c55eca3d8a99f8c75c68ae4af1b95c2,BuyCollateral,"[""0x7667095Caa12b79fCa489ff6E2198Ca01fDAe057"",""0x5C5b196aBE0d54485975D1Ec29617D42D9198326"",{""type"":""BigNumber"",""hex"":""0x09502f9000""},{""type"":""BigNumber"",""hex"":""0x032247aaba48436aa3c764""}]",2025-11-06T22:52:11.000Z
23743383,0x9e2f44bab546dcd1749024ca54b61b832f54ba05d66de63e3f23b5365142f34f,BuyCollateral,"[""0x7667095Caa12b79fCa489ff6E2198Ca01fDAe057"",""0x5C5b196aBE0d54485975D1Ec29617D42D9198326"",{""type"":""BigNumber"",""hex"":""0xee6b2800""},{""type"":""BigNumber"",""hex"":""0x539810f8b8da099dbbc0""}]",2025-11-06T23:00:59.000Z
23743665,0xb7cf54abd1be1bd422d619794dccc5a027d5b1342e3d53d566020db502a10d03,BuyCollateral,"[""0x1f2F10D1C40777AE1Da742455c65828FF36Df387"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x0ef76f""},{""type"":""BigNumber"",""hex"":""0x0466960efe81ef7733""}]",2025-11-06T23:57:23.000Z
23744708,0xeac8ca780f82a4574f8db15907a10181bbf3c303b51f45d9915a53c04982287b,BuyCollateral,"[""0x42E213a3ad048e899B89ea8CB11d21bc97b84748"",""0x5C5b196aBE0d54485975D1Ec29617D42D9198326"",{""type"":""BigNumber"",""hex"":""0x092f897b""},{""type"":""BigNumber"",""hex"":""0x01b7139665730c928241""}]",2025-11-07T03:27:35.000Z
23744733,0xa7d85923bf40bd770b867d8c18299ee9611817c76aacb34d6d1ff8e368b21fd2,BuyCollateral,"[""0x1f2F10D1C40777AE1Da742455c65828FF36Df387"",""0x5C5b196aBE0d54485975D1Ec29617D42D9198326"",{""type"":""BigNumber"",""hex"":""0x122e90""},{""type"":""BigNumber"",""hex"":""0x0139bfb2d67999adeb""}]",2025-11-07T03:32:35.000Z
23750315,0xcc1fd1c591a9658154cda7f38b2823dd897cf21ae664fbf9027ac319bac62573,Supply,"[""0xe6b8E7Fa486DE2FD25DBbA101Ee1615BbB1d2193"",""0xe6b8E7Fa486DE2FD25DBbA101Ee1615BbB1d2193"",{""type"":""BigNumber"",""hex"":""0x1d6b5bbe""}]",2025-11-07T22:16:59.000Z
23750420,0xa53d351917effea5d83cc0fbde211892fb692826a38f4dfbe1d6c01713126732,Supply,"[""0x3C8aeF08d90C2418f8AE887af47ba7d8Db88AF6b"",""0x98c00C15Ef16Fb8aF1dc47151287B0168D9a35d1"",{""type"":""BigNumber"",""hex"":""0x0129d82b3f""}]",2025-11-07T22:37:59.000Z
23750580,0x5a6163bb867260291864d6cc3eca52969679ec7befa1f13dc756f4b13447b2e8,Supply,"[""0x3C8aeF08d90C2418f8AE887af47ba7d8Db88AF6b"",""0x98c00C15Ef16Fb8aF1dc47151287B0168D9a35d1"",{""type"":""BigNumber"",""hex"":""0xb2b4e6bf""}]",2025-11-07T23:09:59.000Z
23750117,0xb8cc039b35611d487f891dcad8590f048ebc40edc28db3f7c9cfcb9b53d722be,Withdraw,"[""0xd929542A295Bb2A6510c965865FE59d0715e6bB1"",""0xd929542A295Bb2A6510c965865FE59d0715e6bB1"",{""type"":""BigNumber"",""hex"":""0x7760da36""}]",2025-11-07T21:37:11.000Z
23750149,0x7a7346a4e2cd78adc760c0ba516313701d6bebdc27e11c47b17bd7ffa71375d5,Withdraw,"[""0xD6c1da57C7483CB87f69b72530646B178cF14a98"",""0x7862D418969207312c8791d6b6d2d2f40b40b509"",{""type"":""BigNumber"",""hex"":""0x2776eee31f""}]",2025-11-07T21:43:35.000Z
23750153,0xa2b8df79b91a7e94048ba006c823c0a8954c9fa1eebe875a9a1f8731857debfa,Withdraw,"[""0x73be9526629E0C615CE22603e9Efd2f3eF9b523a"",""0x73be9526629E0C615CE22603e9Efd2f3eF9b523a"",{""type"":""BigNumber"",""hex"":""0x5bddc8a0fd""}]",2025-11-07T21:44:23.000Z
23750162,0x725263c7a211460384032624d9bd8eefeff43b906de32f18f0e410f36e8fcc6b,Withdraw,"[""0x73be9526629E0C615CE22603e9Efd2f3eF9b523a"",""0x73be9526629E0C615CE22603e9Efd2f3eF9b523a"",{""type"":""BigNumber"",""hex"":""0x69525eb2ad""}]",2025-11-07T21:46:11.000Z
23750201,0x981344c863fe7026ce27fa38181051d59b5cb12b191c0443cbecff1404782276,Withdraw,"[""0x73be9526629E0C615CE22603e9Efd2f3eF9b523a"",""0x73be9526629E0C615CE22603e9Efd2f3eF9b523a"",{""type"":""BigNumber"",""hex"":""0x05f62836""}]",2025-11-07T21:53:59.000Z
23750238,0x9477b16f7d8d7a8019db6ebc1aac7554bc1badfc6b8ff55ef80a36ebcabb8fef,Withdraw,"[""0x929a3ad5785c0Ff21Cf4E64001CE4f029Ba2CC38"",""0x929a3ad5785c0Ff21Cf4E64001CE4f029Ba2CC38"",{""type"":""BigNumber"",""hex"":""0x4e26b21c78""}]",2025-11-07T22:01:23.000Z
23750240,0xbe27c933c2bddee31150fc81577793e7d6ff9e7450d0dce0df7dcb4989da52af,Withdraw,"[""0xD691A33aaBB6E3e27Ebe4590fb0ff0105Ea16eDB"",""0xD691A33aaBB6E3e27Ebe4590fb0ff0105Ea16eDB"",{""type"":""BigNumber"",""hex"":""0x137e5322be""}]",2025-11-07T22:01:47.000Z
23750261,0x56d8207b0cd3017f21331fe96e49c02f4df9f8a67fe64ce5a7b71a837fd2926b,Withdraw,"[""0xB0105F6582ec7a07C419990b1B38474a08f3F912"",""0xB0105F6582ec7a07C419990b1B38474a08f3F912"",{""type"":""BigNumber"",""hex"":""0x11e1a300""}]",2025-11-07T22:06:11.000Z
23750304,0xfc154b5cc077bedef6106d9d1a4ac6fcc955ff2f5a8bdfcf94642c8192be574e,Withdraw,"[""0xc9FC8dDb4bcE8995C74E111aA97cdBF97f6dd287"",""0xc9FC8dDb4bcE8995C74E111aA97cdBF97f6dd287"",{""type"":""BigNumber"",""hex"":""0x13edf9b2""}]",2025-11-07T22:14:47.000Z
23750363,0xa31855ba5b6a85f0202ac6a4d7f6fdd01e96a03bc5855ef0eaa93c1261e53819,Withdraw,"[""0x063715c525924Fd84f91dD7f169c56a8250e8c6A"",""0x063715c525924Fd84f91dD7f169c56a8250e8c6A"",{""type"":""BigNumber"",""hex"":""0x0186a0""}]",2025-11-07T22:26:35.000Z
23750367,0x39e9612f0dce8cb3aee7e9d6c9e4ec7034ce97b08b97868c871dd16c0ac119d0,Withdraw,"[""0x2780235b53a04209De184Cd7702A66467eB5c502"",""0x2780235b53a04209De184Cd7702A66467eB5c502"",{""type"":""BigNumber"",""hex"":""0x0860568b44""}]",2025-11-07T22:27:23.000Z
23750390,0xa750982c4e6b3d41a0cd9e0acde30c371c617d431166d577d82062b5b2cc74d4,Withdraw,"[""0x73be9526629E0C615CE22603e9Efd2f3eF9b523a"",""0x73be9526629E0C615CE22603e9Efd2f3eF9b523a"",{""type"":""BigNumber"",""hex"":""0x2cc6799d29""}]",2025-11-07T22:31:59.000Z
23750478,0x7349df41ec34c4f7624d1bb664587b2e5ee3453bcd2c1583dc12ebbdf2e1e11e,Withdraw,"[""0xD6c1da57C7483CB87f69b72530646B178cF14a98"",""0xc4DFc5c5306918F2E8D2c1c4A1F91E10fe3271C1"",{""type"":""BigNumber"",""hex"":""0x1bdaead08b""}]",2025-11-07T22:49:35.000Z
23750482,0x5ccb24bcd18b327b8ee1910221fb3dd8f941cfdb0f070ccbe8ec69089ac0a776,Withdraw,"[""0xD6c1da57C7483CB87f69b72530646B178cF14a98"",""0xAc4DbB1f4adc24B6e910075bBB13F3a809a7C7F1"",{""type"":""BigNumber"",""hex"":""0x174d7b3474""}]",2025-11-07T22:50:23.000Z
23750737,0x5b0a7344ee2bcdc3d30539d68eba213cbd46b1ee3d15abcb34613d3bb1d13fe0,Withdraw,"[""0xC9dA44904AD04019676319598CFbB9dABd69817E"",""0xC9dA44904AD04019676319598CFbB9dABd69817E"",{""type"":""BigNumber"",""hex"":""0x12dbf9ea00""}]",2025-11-07T23:41:47.000Z
23750751,0x06604eea6164f3683c71ff222f83838a46c58bd07d49cf6dc74c6377816454cc,Withdraw,"[""0x6a7dC166975E25098fE30C26242517d9Dba1F771"",""0x6a7dC166975E25098fE30C26242517d9Dba1F771"",{""type"":""BigNumber"",""hex"":""0x0617aaa2cf""}]",2025-11-07T23:44:35.000Z
23750760,0x5e38e5080cc638b3a4922525cf95850a6f792b700dc9de797fc7f9ac5cce5e35,Withdraw,"[""0x636bbf93B4058c086f0B136808638AcB72480BA6"",""0x636bbf93B4058c086f0B136808638AcB72480BA6"",{""type"":""BigNumber"",""hex"":""0x0af11e1525""}]",2025-11-07T23:46:23.000Z
23750779,0xeb879fc8e3a1dff768556a52a29943fcc4d124dceb9741e86e251c21a1bcdca6,Withdraw,"[""0x35C3Ac26fa74960E3ee9C5a4C690D1a062c123d2"",""0x35C3Ac26fa74960E3ee9C5a4C690D1a062c123d2"",{""type"":""BigNumber"",""hex"":""0x03c6a88793""}]",2025-11-07T23:50:11.000Z
23750780,0xab99b6fee4b9babae014781b2b8f788ef4f0a41b0495847c91d292295ea65d97,Withdraw,"[""0x81231357A913ec6E1f3aFbCe8E662632C1c8EEe5"",""0x81231357A913ec6E1f3aFbCe8E662632C1c8EEe5"",{""type"":""BigNumber"",""hex"":""0x0f91fcf0f9""}]",2025-11-07T23:50:23.000Z
23750788,0x0be9399103f22d31d5214474e31f4388becb96abe3e9f93004e2a0a752adba35,Withdraw,"[""0xC4dac69B2B0984690450b933F5053fdDa09965b5"",""0xC4dac69B2B0984690450b933F5053fdDa09965b5"",{""type"":""BigNumber"",""hex"":""0x4e06a9c34f""}]",2025-11-07T23:51:59.000Z
23750856,0xe3ddc8040814e93d1e827e062c4a04aff07039c26b75473a5d0b46fe8d5da30c,Withdraw,"[""0xD71685c6E9F0857EaD376Ccf2703EEc2A7A2ABeF"",""0xD71685c6E9F0857EaD376Ccf2703EEc2A7A2ABeF"",{""type"":""BigNumber"",""hex"":""0xcb115c9b23""}]",2025-11-08T00:05:47.000Z
23750975,0xb4b66a30933ade3ec82618643fe83a2850544f329ce616c0e1d48b32af02ba45,Withdraw,"[""0xC8DD7d5caff4f7988Bfb0d6C5605e0BcE9575d01"",""0xC8DD7d5caff4f7988Bfb0d6C5605e0BcE9575d01"",{""type"":""BigNumber"",""hex"":""0x095b0cd974""}]",2025-11-08T00:29:47.000Z
23751094,0xf4fb2c212b8979c980698eab9bfa2ed8419a1fedbb23580b37332fd39f80aa7c,Withdraw,"[""0xe6937E359e2667cfBa5a76d7ec5Fe9E15FA978D1"",""0xe6937E359e2667cfBa5a76d7ec5Fe9E15FA978D1"",{""type"":""BigNumber"",""hex"":""0x3209e10656""}]",2025-11-08T00:53:59.000Z
23750901,0xc1189a84e3f017383b58df6f6dd36fbd813d4e3753e8f8863906a697e705eb79,SupplyCollateral,"[""0x1E2ac461eDc05bdC7B471CF93AECEEc91f32Ed29"",""0x1E2ac461eDc05bdC7B471CF93AECEEc91f32Ed29"",""0xCd5fE23C85820F7B72D0926FC9b05b43E359b7ee"",{""type"":""BigNumber"",""hex"":""0x23fefc26a96fbf306e""}]",2025-11-08T00:14:47.000Z
